id	tdl	sym
5535	Tdark	FAM83F
5537	Tbio	FAH
5538	Tdark	EXD1
5539	Tbio	EXD2
5540	Tdark	FAM117A
5541	Tbio	FAM120C
5542	Tdark	FAM122B
5543	Tbio	FAM161A
5544	Tdark	FAM162B
5545	Tdark	FAM163B
5546	Tdark	FAM166A
5547	Tbio	FAM167A
5548	Tdark	FAM169B
5549	Tdark	FAM186A
5550	Tdark	FAM189A2
5551	Tbio	FAM189B
5552	Tdark	FAM192A
5553	Tdark	FAM199X
5554	Tdark	FAM19A2
5555	Tdark	FAM200B
5556	Tdark	FAM209A
5557	Tchem	FABP5
5558	Tchem	FABP2
5559	Tbio	FANCD2
5560	Tbio	ZMPSTE24
5561	Tchem	RCE1
5562	Tdark	FASTKD5
5563	Tbio	FAM3C
5565	Tdark	FBXW12
5566	Tbio	FBXO25
5567	Tbio	FBXO33
5568	Tdark	FBXO39
5569	Tbio	FBXO40
5570	Tdark	FBXO46
5571	Tbio	NCCRP1
5572	Tbio	FBXO5
5573	Tbio	FCAMR
5574	Tbio	FCAR
5575	Tbio	FCER1A
5576	Tbio	FCER1G
5577	Tbio	FCRL4
5578	Tbio	FCRLB
5579	Tdark	FCHSD1
5580	Tbio	FCHSD2
5581	Tdark	FDXACB1
5582	Tbio	FERD3L
5583	Tbio	FERMT2
5584	Tbio	FGF11
5585	Tbio	FGF19
5586	Tchem	FGF1
5587	Tbio	FGFBP2
5588	Tbio	FGL1
5589	Tbio	FGFR1OP2
5590	Tdark	FHDC1
5591	Tchem	FHIT
5592	Tbio	FHL2
5593	Tbio	FHL3
5594	Tbio	FHOD1
5595	Tbio	FGB
5596	Tbio	FIGLA
5597	Tchem	FN1
5598	Tdark	FITM2
5599	Tbio	FKBP11
5600	Tbio	FKBP14
5601	Tdark	FKBP15
5602	Tbio	FKBP2
5603	Tbio	FKBP3
5604	Tchem	FKBP5
5605	Tbio	FKBP6
5606	Tbio	FKBP7
5607	Tbio	FKBP8
5608	Tdark	FKBP9
5609	Tbio	FKTN
5610	Tbio	WTAP
5611	Tbio	FLCN
5613	Tbio	ELF5
5614	Tbio	ELN
5618	Tbio	ELOVL4
5619	Tbio	ELOVL7
5620	Tbio	ELP2
5621	Tbio	ELP4
5622	Tbio	ELP5
5623	Tdark	EML5
5624	Tdark	EMC9
5625	Tbio	EME1
5626	Tbio	EMX1
5627	Tbio	EMX2
5629	Tbio	ENHO
5637	Tdark	ENKUR
5638	Tbio	ENO2
5640	Tbio	ENTPD8
5642	Tdark	EDDM3A
5643	Tbio	EP400
5644	Tbio	PROCR
5645	Tbio	EPG5
5646	Tbio	EPGN
5647	Tclin	EPHA2
5648	Tchem	EPHA3
5649	Tchem	EPHA4
5650	Tchem	EPHA5
5651	Tchem	EPHB3
5652	Tchem	EPHB4
5653	Tchem	EPHB6
5654	Tbio	EPHX3
5655	Tdark	EPPK1
5656	Tbio	EPM2AIP1
5657	Tbio	EPN1
5658	Tbio	EPN3
5659	Tbio	CLINT1
5660	Tbio	EPPIN
5661	Tbio	ERCC6L
5662	Tbio	ERCC8
5663	Tbio	ELSPBP1
5664	Tbio	ESPL1
5665	Tdark	ESPNL
5666	Tclin	ESR2
5668	Tchem	CES1
5669	Tbio	GPR37L1
5671	Tbio	ETV1
5672	Tbio	ETV4
5673	Tbio	ETV7
5674	Tbio	EXOC1
5675	Tbio	EXOC3
5676	Tbio	EXOSC7
5677	Tbio	EXT1
5678	Tbio	EXT2
5679	Tchem	EZH2
5680	Tbio	EZR
5681	Tdark	FAM110B
5682	Tdark	FAM111B
5683	Tdark	FAM114A2
5684	Tdark	FAM117B
5685	Tdark	FAM120AOS
5686	Tdark	FAM124B
5687	Tdark	FAM131A
5688	Tdark	FAM131C
5689	Tdark	FAM133B
5690	Tdark	FAM135A
5691	Tbio	F13B
5692	Tdark	FAM151A
5693	Tdark	FAM153A
5694	Tdark	FAM155A
5697	Tdark	FAM163A
5698	Tdark	FAM167B
5699	Tbio	FAM168A
5700	Tbio	FAM160A2
5701	Tchem	FBP1
5702	Tbio	FBP2
5703	Tbio	EXOSC4
5704	Tbio	EXOSC5
5705	Tdark	FAM131B
5706	Tdark	FAM135B
5707	Tdark	FAM149B1
5708	Tdark	FAM214A
5710	Tdark	FAM221A
5711	Tdark	FAM222B
5713	Tdark	FAM228A
5714	Tdark	FAM228B
5715	Tdark	FAM231D
5723	Tbio	FAM13B
5725	Tbio	FAM20C
5726	Tdark	FAM43A
5727	Tdark	FAM47C
5728	Tdark	FAM49A
5729	Tdark	FAM49B
5730	Tbio	FAM53B
5731	Tdark	FAM57A
5734	Tdark	FAM69A
5735	Tdark	FAM69B
5736	Tdark	FAM72C
5737	Tdark	FAM76A
5738	Tdark	FAM76B
5739	Tdark	FAM78B
5740	Tdark	FAM81A
5741	Tdark	FAM81B
5742	Tbio	FAM83A
5743	Tbio	FAM83B
5744	Tbio	FAM84B
5745	Tbio	FAM8A1
5746	Tdark	FAM92B
5747	Tdark	FAM98C
5748	Tchem	F9
5749	Tchem	FAAH
5750	Tchem	FABP4
5751	Tbio	FAR1
5752	Tbio	FANCB
5753	Tbio	FANK1
5755	Tbio	FARP1
5756	Tbio	FARP2
5759	Tbio	FIBCD1
5760	Tbio	FBN1
5761	Tbio	FBN2
5762	Tbio	FBN3
5763	Tbio	FBRS
5764	Tbio	FBXO45
5765	Tbio	FBXW11
5766	Tbio	FBXO11
5767	Tdark	FBXO15
5768	Tdark	FBXO16
5769	Tbio	FBXO21
5770	Tbio	FBXO28
5771	Tbio	FBXO2
5772	Tdark	FBXO48
5773	Tbio	FBXO4
5774	Tbio	FBXO7
5775	Tbio	FBXO9
5776	Tbio	FBXL2
5777	Tbio	FBXL3
5778	Tbio	FBXL4
5779	Tbio	FBXW2
5780	Tbio	FBXW4
5781	Tbio	FBXW7
5782	Tbio	MS4A2
5783	Tdark	FCF1
5784	Tbio	TSTA3
5785	Tbio	FCN1
5786	Tbio	FERMT1
5787	Tbio	AFP
5788	Tbio	FEZF1
5789	Tchem	FFAR4
5790	Tbio	FGD3
5791	Tdark	FGD6
5792	Tbio	FGF20
5793	Tclin	FGFR2
5794	Tclin	FGFR3
5795	Tclin	FGFR4
5796	Tdark	FTHL17
5798	Tdark	FIBIN
5799	Tbio	FAF1
5800	Tdark	FAHD2A
5801	Tbio	FAHD1
5803	Tchem	PTK2B
5804	Tbio	FASTKD2
5805	Tdark	FAM27B
5806	Tchem	FASN
5807	Tbio	FAT1
5808	Tbio	FAT4
5809	Tbio	FBXO18
5810	Tdark	FBLL1
5811	Tbio	FNBP1L
5812	Tbio	FBL
5813	Tbio	FBXO22
5814	Tbio	FBXO31
5815	Tdark	FBXO34
5816	Tbio	FBXO43
5817	Tbio	FBXO8
5818	Tbio	FBXL5
5819	Tbio	FBXL7
5820	Tbio	FBXW5
5821	Tbio	FCGR2A
5822	Tbio	FCGR2B
5823	Tbio	FCGR3A
5824	Tbio	FCGBP
5825	Tchem	FCGR1A
5826	Tbio	FCGR1B
5827	Tbio	FCN2
5828	Tbio	FCN3
5829	Tdark	FCRL6
5830	Tbio	FCRLA
5832	Tbio	FEV
5833	Tbio	FGF13
5834	Tbio	FGF14
5835	Tbio	FGF16
5836	Tbio	FGF17
5837	Tbio	FGF18
5838	Tbio	FGF21
5839	Tbio	FGF22
5840	Tbio	FGF4
5841	Tbio	FGF5
5842	Tbio	FGF8
5843	Tbio	FGF9
5844	Tbio	FGFBP3
5845	Tclin	FGFR1
5846	Tbio	FGGY
5847	Tbio	FGL2
5848	Tdark	FHAD1
5849	Tbio	FHL5
5850	Tbio	CFHR1
5851	Tbio	CFHR5
5852	Tbio	FGG
5853	Tbio	FIGNL1
5855	Tbio	FIP1L1
5856	Tbio	FIS1
5857	Tclin	FKBP1A
5858	Tchem	FKBP4
5859	Tbio	FKBPL
5860	Tbio	FLRT3
5861	Tdark	FAM25C
5863	Tbio	MTFMT
5864	Tchem	LSS
5866	Tbio	ERMN
5867	Tbio	ESAM
5868	Tbio	ESM1
5869	Tchem	CES2
5870	Tbio	ESX1
5871	Tbio	ESYT1
5872	Tbio	ETV3
5873	Tbio	EVL
5874	Tbio	EVX1
5875	Tbio	EXOC3L2
5877	Tbio	EXOC6
5878	Tbio	EXOSC2
5879	Tbio	EXOSC6
5880	Tbio	EXOSC8
5881	Tbio	EXOSC9
5882	Tbio	EXPH5
5883	Tdark	FAM102A
5884	Tdark	FAM102B
5885	Tdark	FAM104B
5887	Tdark	FAM107B
5889	Tdark	FRA10AC1
5890	Tdark	FAM110D
5891	Tbio	FAM111A
5892	Tdark	FAM118A
5894	Tdark	FAM161B
5895	Tdark	FAM169A
5896	Tdark	FAM160A1
5897	Tdark	FAM160B1
5898	Tbio	FAM172A
5899	Tdark	FAM173A
5900	Tdark	FAM177A1
5901	Tdark	FAM178B
5903	Tdark	FAM209B
5904	Tbio	FAM210B
5905	Tdark	FAM227B
5906	Tdark	FAM229A
5911	Tbio	PFKFB1
5912	Tchem	PFKFB3
5913	Tchem	PFKFB4
5914	Tdark	FAM71F1
5917	Tdark	FAM90A1
5920	Tdark	FAM91A1
5921	Tchem	F11
5922	Tchem	F12
5923	Tbio	FAM20A
5924	Tdark	FAM24A
5925	Tdark	FAM24B
5927	Tdark	FAM45A
5928	Tdark	FAM47A
5929	Tdark	FAM47E-STBD1
5930	Tdark	FAM50B
5931	Tdark	FAM53C
5932	Tdark	FAM57B
5933	Tbio	F5
5934	Tdark	FAM69C
5935	Tbio	FAF2
5936	Tdark	FAHD2B
5937	Tbio	FBF1
5938	Tbio	FBLIM1
5939	Tdark	FBXO10
5940	Tbio	FBXO17
5941	Tdark	FBXO36
5942	Tbio	FBXO38
5943	Tbio	FBXO44
5944	Tdark	FBXO47
5945	Tdark	FBXL6
5946	Tbio	FBXW8
5947	Tdark	FBXW9
5948	Tchem	FCER2
5949	Tbio	FCGR2C
5950	Tbio	FCGR3B
5951	Tbio	ETFA
5952	Tbio	ETFB
5953	Tbio	ETHE1
5954	Tdark	EVA1B
5955	Tbio	EVA1C
5956	Tbio	EVC
5957	Tbio	EVI2A
5958	Tbio	EVI2B
5959	Tdark	EXOC3L4
5960	Tdark	FAM104A
5961	Tdark	FAM105A
5962	Tdark	FAM106A
5963	Tbio	FAM107A
5964	Tbio	ST13
5965	Tdark	FAM110A
5966	Tbio	FAM110C
5967	Tchem	F13A1
5968	Tdark	FAM149A
5969	Tdark	FAM153C
5972	Tdark	FAM171A1
5973	Tdark	FAM171B
5974	Tdark	FAM174A
5975	Tdark	FAM177B
5976	Tdark	FAM180A
5977	Tdark	FAM181B
5979	Tdark	FAM184A
5980	Tdark	FAM187A
5981	Tdark	FAM187B
5982	Tdark	FAM193B
5983	Tdark	FAM196B
5984	Tdark	FAM205A
5985	Tdark	FAM206A
5986	Tdark	FAM218A
5987	Tdark	FAM219A
5988	Tdark	FAM222A
5993	Tdark	FAM71F2
5994	Tdark	FAM86B1
6000	Tclin	F10
6001	Tbio	FAM13A
6002	Tdark	FAM13C
6003	Tdark	FAM32A
6005	Tdark	FAM46B
6007	Tdark	FAM89A
6008	Tbio	F8
6009	Tdark	FAM98A
6010	Tdark	FAM98B
6011	Tbio	FABP6
6012	Tchem	FABP3
6013	Tchem	FABP1
6014	Tbio	FADS2
6015	Tbio	FADS3
6016	Tbio	FASTKD3
6017	Tbio	FAM3A
6019	Tdark	FAM9B
6020	Tbio	FANCA
6021	Tbio	FANCC
6022	Tbio	FANCE
6023	Tbio	FANCL
6024	Tbio	FASTK
6025	Tdark	FAT2
6026	Tbio	FAT3
6027	Tbio	FATE1
6028	Tdark	FAXC
6029	Tdark	FBXO24
6030	Tbio	FBXO27
6031	Tdark	FBXO30
6032	Tbio	FBXO32
6033	Tbio	FBXO3
6034	Tdark	FBXO41
6035	Tbio	FBXO42
6036	Tbio	FBXO6
6037	Tdark	FBXL8
6038	Tchem	FCGRT
6039	Tbio	FCHO1
6040	Tbio	FCHO2
6042	Tbio	FEM1B
6043	Tchem	FER
6044	Tbio	FBLN1
6045	Tbio	FBLN2
6046	Tbio	EFEMP1
6047	Tbio	EFEMP2
6048	Tbio	FBLN5
6049	Tbio	FBLN7
6050	Tdark	FABP12
6051	Tbio	FEM1A
6052	Tbio	FEM1C
6053	Tbio	FIG4
6054	Tbio	FIGN
6055	Tdark	FITM1
6056	Tbio	FKRP
6057	Tbio	FLI1
6058	Tbio	FLII
6060	Tbio	FLVCR1
6061	Tdark	FAM25C
6062	Tbio	FMN1
6063	Tbio	FMNL1
6064	Tbio	FMNL2
6065	Tbio	FMNL3
6066	Tbio	FMO2
6067	Tbio	FMO5
6068	Tbio	FMR1NB
6069	Tdark	FNDC8
6070	Tdark	FNDC9
6071	Tbio	FNIP2
6072	Tbio	ZFPM2
6073	Tbio	FOPNL
6074	Tbio	FOSB
6075	Tbio	FOSL2
6076	Tbio	FOXA2
6077	Tbio	FOXE3
6078	Tbio	FOXG1
6079	Tbio	FOXI2
6081	Tbio	FOXJ1
6082	Tbio	FOXK2
6083	Tbio	FOXQ1
6084	Tdark	FOXR1
6085	Tbio	FOXR2
6086	Tchem	FPR1
6087	Tdark	FER1L6
6088	Tbio	FRAS1
6089	Tbio	FRAT1
6090	Tdark	FRAT2
6091	Tbio	FRMD4A
6092	Tdark	FRMD1
6093	Tbio	FRMD3
6094	Tbio	FRMD6
6095	Tdark	FRMD8
6096	Tbio	FRMPD1
6097	Tbio	FRMPD2
6098	Tbio	FRS2
6099	Tbio	FSCN2
6100	Tbio	FSCN3
6101	Tbio	FTCD
6103	Tdark	FAM160B2
6105	Tdark	FAM173B
6106	Tdark	FAM174B
6107	Tdark	FAM180B
6108	Tdark	FAM181A
6109	Tdark	FAM198A
6110	Tdark	FAM19A3
6111	Tdark	FAM204A
6113	Tdark	FAM207A
6114	Tdark	FAM208B
6115	Tdark	FAM210A
6116	Tbio	FAM213A
6117	Tdark	FAM215A
6118	Tdark	FAM217A
6119	Tdark	FAM220A
6120	Tdark	FAM221B
6121	Tdark	FAM227A
6123	Tdark	FAM50A
6124	Tdark	FAM71B
6126	Tbio	FAM72A
6127	Tdark	FAM72B
6128	Tchem	F7
6129	Tdark	FAM83E
6131	Tbio	MCAT
6132	Tbio	FABP7
6133	Tbio	FABP9
6134	Tdark	FANCD2OS
6135	Tbio	FAR2
6136	Tbio	FLAD1
6137	Tbio	FANCM
6138	Tbio	NSMAF
6139	Tbio	FCRL1
6140	Tbio	FCRL2
6141	Tbio	FCRL3
6142	Tbio	FCRL5
6143	Tchem	FDFT1
6144	Tbio	FGF12
6145	Tbio	FGF23
6146	Tchem	FGF2
6147	Tbio	FGF3
6148	Tbio	FGF6
6149	Tdark	FIZ1
6150	Tchem	FKBP1B
6152	Tbio	FLNA
6153	Tbio	FLNB
6154	Tbio	FLNC
6155	Tbio	FN3K
6156	Tbio	FNDC5
6157	Tdark	FNDC7
6158	Tdark	FOXS1
6160	Tbio	FDCSP
6161	Tchem	FEN1
6162	Tchem	FES
6163	Tbio	AHSG
6164	Tbio	FETUB
6165	Tbio	FEZ2
6166	Tchem	FFAR1
6167	Tchem	FFAR2
6168	Tchem	FFAR3
6169	Tbio	FGD1
6170	Tbio	FGD2
6171	Tbio	FGD4
6172	Tbio	FGF10
6173	Tbio	FGFBP1
6174	Tbio	FKBP10
6175	Tbio	FLOT1
6176	Tbio	FLOT2
6177	Tbio	FMO1
6178	Tdark	FMO6P
6179	Tbio	FMOD
6180	Tdark	FNBP4
6182	Tbio	ZFPM1
6183	Tbio	FOXA3
6184	Tbio	FOXC1
6185	Tdark	FOXD2
6186	Tbio	FOXF1
6187	Tbio	FOXN4
6188	Tbio	FOXO4
6189	Tbio	FOXP2
6190	Tbio	FOXP4
6192	Tbio	FRMPD4
6193	Tbio	FRRS1L
6194	Tbio	FUBP3
6195	Tbio	FUK
6196	Tbio	FUS
6197	Tbio	FUT1
6198	Tdark	FOXD4L3
6199	Tdark	FBXL12
6200	Tdark	FBXL14
6201	Tbio	FBXL15
6202	Tbio	FXR2
6203	Tbio	FXYD5
6204	Tbio	FXYD6
6205	Tclin	FYN
6206	Tbio	FZD10
6207	Tbio	FZD1
6208	Tbio	FZD3
6209	Tbio	FZD4
6210	Tbio	FZD6
6211	Tbio	FZR1
6212	Tchem	GAPDH
6213	Tbio	GAL3ST1
6214	Tbio	GAL3ST2
6215	Tdark	GAL3ST3
6216	Tbio	SLC37A1
6218	Tbio	GAB1
6219	Tdark	GAB4
6220	Tdark	GAGE2A
6221	Tbio	GAGE1
6223	Tchem	GAK
6224	Tbio	GAL
6225	Tbio	GALC
6227	Tchem	GALR2
6228	Tbio	GALNT2
6229	Tbio	GALNT3
6230	Tbio	GALNT7
6231	Tbio	GALNT8
6232	Tdark	GALNT9
6233	Tbio	FIBP
6234	Tbio	FICD
6235	Tbio	FILIP1L
6236	Tbio	FLG2
6237	Tbio	FLG
6238	Tbio	FJX1
6239	Tbio	FLT3LG
6240	Tclin	FLT3
6241	Tbio	FLVCR2
6242	Tdark	FAM25C
6243	Tbio	FMN2
6244	Tbio	FMO3
6245	Tbio	FMO4
6246	Tbio	FMR1
6248	Tbio	FNDC3A
6249	Tbio	FNDC1
6250	Tbio	FNDC4
6251	Tbio	FNIP1
6252	Tbio	FNTA
6253	Tchem	FNTB
6254	Tdark	FOCAD
6255	Tbio	FOXA1
6256	Tbio	FOXD1
6257	Tbio	FOXD3
6258	Tbio	FOXF2
6259	Tbio	FOXH1
6260	Tbio	FOXL1
6261	Tbio	FOXM1
6262	Tbio	FOXN3
6263	Tbio	FOXO3
6264	Tbio	FOXO6
6265	Tbio	FOXP3
6266	Tchem	FPR3
6267	Tbio	FREM1
6268	Tbio	FRG1
6270	Tbio	FTH1
6271	Tbio	FTL
6272	Tbio	FSCN1
6273	Tdark	FSD1L
6274	Tbio	FSD1
6275	Tdark	FSD2
6276	Tdark	FSIP2
6277	Tbio	FSTL3
6278	Tbio	FST
6279	Tbio	FTMT
6280	Tbio	FUBP1
6281	Tchem	FUCA1
6282	Tbio	SLC35C1
6283	Tdark	FUT11
6284	Tbio	FUT2
6285	Tbio	FUT5
6286	Tdark	FLYWCH2
6287	Tdark	FOXD4L1
6288	Tbio	G2E3
6289	Tbio	G3BP1
6290	Tbio	G3BP2
6291	Tbio	KHSRP
6292	Tdark	FUOM
6293	Tchem	FUCA2
6294	Tdark	FUT10
6295	Tbio	FUT3
6296	Tbio	FUT4
6297	Tchem	FUT7
6298	Tbio	FUT9
6299	Tbio	FUZ
6300	Tdark	FLYWCH1
6301	Tdark	FOXD4L5
6302	Tdark	FBXL16
6303	Tbio	FBXL17
6304	Tdark	FBXL18
6305	Tdark	FBXL19
6306	Tdark	FBXL22
6307	Tbio	FOXRED1
6308	Tbio	FXYD3
6309	Tchem	PIKFYVE
6310	Tbio	FZD2
6311	Tbio	FZD5
6312	Tbio	G0S2
6313	Tbio	GPR137
6314	Tdark	GPR137B
6315	Tdark	GPR137C
6316	Tbio	GAPDHS
6317	Tbio	GPI
6318	Tdark	GAS2L2
6319	Tbio	GAS2L3
6320	Tclin	ABAT
6321	Tdark	GAGE2B
6325	Tchem	GANAB
6326	Tchem	GANC
6327	Tbio	GAS6
6328	Tbio	GATA2
6329	Tbio	GBF1
6330	Tdark	GNG4
6331	Tbio	GNG5
6332	Tbio	GNG7
6333	Tbio	GNGT2
6334	Tbio	FNBP1
6335	Tbio	FNDC3B
6337	Tchem	FPGS
6338	Tbio	FOSL1
6339	Tdark	FOXB2
6340	Tbio	FOXD4
6341	Tbio	FOXJ2
6342	Tbio	FOXK1
6343	Tclin	FDPS
6344	Tchem	FPR2
6345	Tbio	FREM2
6346	Tdark	FREM3
6347	Tdark	FRG2
6348	Tchem	FRK
6349	Tdark	FUNDC2
6350	Tchem	FURIN
6351	Tchem	FUT6
6352	Tbio	FUT8
6354	Tbio	FXR1
6355	Tbio	FXYD7
6357	Tbio	FYCO1
6358	Tbio	FZD7
6359	Tbio	FZD8
6360	Tbio	FZD9
6361	Tdark	GAL3ST4
6362	Tbio	GADD45GIP1
6364	Tbio	G6PC2
6365	Tchem	G6PC
6366	Tchem	G6PD
6370	Tbio	GALNT5
6371	Tbio	GALNT6
6372	Tbio	GALT
6373	Tbio	MCM3AP
6374	Tbio	GAN
6375	Tbio	GAR1
6377	Tbio	GPRASP1
6378	Tclin	CCKBR
6379	Tbio	GATA4
6380	Tbio	GATA6
6381	Tbio	GATC
6382	Tdark	FBRSL1
6383	Tbio	FBXW10
6384	Tbio	BTRC
6386	Tbio	FEZ1
6387	Tbio	FEZF2
6388	Tbio	FGD5
6389	Tbio	FGF7
6390	Tbio	FGFRL1
6391	Tchem	FGR
6392	Tbio	FHL1
6393	Tdark	FHOD3
6394	Tbio	CFHR2
6395	Tbio	CFHR3
6396	Tbio	CFHR4
6397	Tbio	FGA
6398	Tdark	FILIP1
6399	Tbio	FOXI1
6400	Tbio	FOXL2
6401	Tbio	FOXN1
6403	Tbio	FOXO1
6404	Tbio	FOXP1
6405	Tbio	WDPCP
6406	Tbio	FRMD7
6407	Tbio	FRMPD3
6408	Tdark	FRRS1
6409	Tdark	FRYL
6410	Tbio	FRY
6412	Tbio	RAD54B
6413	Tbio	RPGRIP1L
6414	Tdark	CACFD1
6415	Tdark	FLRT1
6416	Tbio	FLRT2
6419	Tchem	FOLH1
6420	Tchem	FOLR1
6421	Tchem	FOLR2
6422	Tbio	FOLR3
6423	Tdark	FTCDNL1
6424	Tbio	FOS
6425	Tbio	FOXB1
6426	Tbio	FOXC2
6427	Tbio	FOXE1
6428	Tbio	FOXJ3
6429	Tbio	FOXN2
6430	Tbio	FPGT
6431	Tbio	PTGFRN
6434	Tbio	FGFR1OP
6436	Tbio	FXN
6437	Tbio	FRG2B
6438	Tdark	FRMD4B
6439	Tdark	FRMD5
6440	Tbio	FRS3
6441	Tdark	FSCB
6442	Tbio	FSHB
6443	Tclin	FSHR
6444	Tbio	FSIP1
6445	Tbio	FSTL1
6446	Tdark	FSTL4
6447	Tbio	FSTL5
6448	Tbio	FTO
6449	Tchem	SLC37A4
6450	Tdark	C6orf48
6453	Tdark	GAGE10
6457	Tchem	GALE
6458	Tbio	GALK1
6459	Tbio	GALK2
6460	Tbio	GALM
6461	Tbio	GALNS
6463	Tdark	GARNL3
6464	Tbio	QRSL1
6465	Tbio	GATAD1
6466	Tchem	GBA2
6468	Tbio	GNB1
6469	Tbio	GNB2
6470	Tbio	GNG11
6471	Tbio	GNG12
6473	Tbio	GNGT1
6474	Tdark	GNG8
6475	Tdark	GBGT1
6476	Tbio	GBP2
6477	Tclin	GABRA5
6478	Tclin	GABRB1
6479	Tclin	GABRB3
6480	Tclin	GABRG2
6481	Tbio	GCC1
6482	Tdark	GCNT4
6483	Tdark	TUBGCP2
6484	Tbio	TUBGCP3
6485	Tbio	TUBGCP4
6486	Tbio	TUBGCP6
6487	Tclin	NR3C1
6488	Tbio	GCSAM
6489	Tbio	AMT
6491	Tbio	GDAP1
6492	Tbio	GDAP2
6493	Tbio	GDF2
6494	Tbio	GDF7
6495	Tchem	ARHGDIA
6496	Tbio	GDPD5
6497	Tbio	GMNC
6498	Tbio	GEMIN2
6499	Tbio	GEMIN4
6500	Tbio	GEMIN6
6501	Tbio	GMNN
6502	Tbio	GEN1
6503	Tbio	GFRA3
6504	Tbio	GCHFR
6506	Tdark	GOLGA6L4
6507	Tdark	GOLGA6L19
6508	Tbio	GGCT
6509	Tdark	GGNBP1
6510	Tbio	GGNBP2
6511	Tbio	GGT7
6512	Tdark	GGTLC1
6514	Tchem	GIGYF2
6515	Tbio	GHDC
6516	Tbio	GID4
6517	Tbio	GIMAP8
6518	Tdark	GIN1
6519	Tbio	GIT1
6520	Tbio	POLR2M
6521	Tdark	GLT1D1
6522	Tbio	GLT8D1
6523	Tdark	GLB1L2
6524	Tbio	FH
6525	Tbio	FUNDC1
6526	Tdark	FOXD4L6
6527	Tdark	FAXDC2
6528	Tdark	FBXL13
6529	Tdark	FBXL20
6531	Tdark	FOXRED2
6532	Tdark	FXYD4
6536	Tbio	SLC37A2
6537	Tbio	GAS2L1
6538	Tbio	GADD45A
6539	Tbio	GADD45B
6540	Tbio	GAB2
6541	Tbio	GAB3
6542	Tbio	GABPA
6543	Tclin	GABBR1
6544	Tbio	GADL1
6545	Tdark	GAGE13
6550	Tbio	GALP
6551	Tchem	GALR1
6552	Tbio	GAMT
6553	Tbio	GAPVD1
6555	Tbio	GATM
6556	Tbio	GBP4
6557	Tbio	GBP5
6558	Tdark	GBP7
6559	Tclin	GABRB2
6560	Tclin	GABRG3
6561	Tbio	GABARAPL1
6562	Tdark	GABARAPL3
6563	Tbio	GBX1
6565	Tbio	GET4
6566	Tbio	GFI1B
6567	Tchem	GFPT1
6568	Tdark	GFRA4
6569	Tbio	GFRAL
6570	Tdark	GFY
6572	Tdark	GAGE12H
6573	Tdark	GOLGA6L6
6576	Tbio	GGA1
6577	Tbio	GGA2
6578	Tbio	GGA3
6579	Tbio	GGACT
6580	Tdark	GGTLC2
6581	Tbio	GADD45G
6582	Tbio	GABPB1
6583	Tbio	GABPB2
6584	Tclin	GABBR2
6586	Tchem	GALR3
6587	Tbio	GALNT1
6588	Tbio	GALNT4
6589	Tbio	GLIPR2
6590	Tbio	GARS
6591	Tbio	GAS7
6592	Tbio	GAS8
6593	Tbio	GATA3
6594	Tbio	GATA5
6595	Tchem	GABRR1
6596	Tbio	GBX2
6597	Tbio	GCDH
6598	Tbio	GCH1
6599	Tchem	GCKR
6600	Tbio	GCM1
6601	Tbio	GCM2
6603	Tbio	AGL
6604	Tbio	GDF10
6605	Tbio	GDF3
6606	Tbio	MSTN
6607	Tbio	GDNF
6608	Tbio	SERPINE2
6609	Tbio	GDPD1
6610	Tdark	GDPD4
6611	Tbio	GDPGP1
6612	Tdark	GEMIN8
6613	Tdark	SLC25A18
6614	Tchem	GHRL
6615	Tbio	GID8
6616	Tdark	GLT6D1
6617	Tdark	GLB1L3
6618	Tbio	GNE
6619	Tbio	GLI3
6620	Tbio	GLIS3
6621	Tbio	GK
6622	Tchem	GLRA2
6623	Tchem	GLRA3
6624	Tdark	GLRA4
6625	Tbio	GLRX2
6626	Tclin	GCGR
6627	Tchem	GLS
6628	Tbio	GLS2
6629	Tbio	GALNT16
6631	Tdark	GLTPD2
6632	Tchem	GCG
6633	Tbio	GLYAT
6634	Tbio	GLI4
6635	Tbio	GLIS1
6636	Tbio	GLIS2
6637	Tbio	GLMN
6638	Tbio	HAGH
6639	Tdark	GLOD5
6640	Tbio	GYPB
6641	Tdark	GYPE
6642	Tbio	GLRX3
6643	Tbio	SHMT1
6644	Tbio	GMIP
6645	Tbio	GMPR2
6646	Tbio	GNB1L
6647	Tbio	RALGDS
6648	Tbio	GNPDA1
6649	Tbio	GNPTAB
6650	Tbio	GCNT2
6651	Tdark	GOLGA7B
6652	Tbio	GOLGA8A
6653	Tdark	GOLGA8B
6654	Tdark	GOLGA8F
6655	Tdark	GOLGA8M
6656	Tbio	GOLGA2
6657	Tbio	GOLGA5
6658	Tbio	GOLGB1
6659	Tbio	GOLIM4
6660	Tbio	RNF130
6661	Tbio	GOLM1
6662	Tbio	GOLPH3
6663	Tbio	GNRH1
6664	Tbio	GORASP1
6665	Tbio	GOSR1
6666	Tbio	GOSR2
6667	Tdark	GPR141
6668	Tdark	GPR146
6669	Tdark	GPR148
6670	Tdark	GPR155
6671	Tbio	GPR160
6672	Tchem	GPR183
6673	Tbio	GP1BA
6674	Tbio	GPAA1
6675	Tdark	GPALPP1
6677	Tbio	GPRC5B
6678	Tdark	GPRC5C
6679	Tdark	GPRC5D
6680	Tbio	GPC5
6681	Tbio	GPD1L
6682	Tbio	GPHA2
6684	Tbio	GPR12
