id	tdl	sym
1131	Tbio	ARV1
1132	Tchem	NAT1
1133	Tbio	NAT2
1134	Tbio	AS3MT
1136	Tdark	ASB12
1137	Tdark	ASB14
1138	Tbio	ASB2
1139	Tdark	ASB6
1140	Tdark	ASB8
1141	Tbio	ASB9
1142	Tbio	ASCL2
1143	Tbio	ASCL3
1144	Tbio	ASPM
1145	Tbio	PPP1R13B
1146	Tbio	TP53BP2
1147	Tbio	ASXL2
1148	Tclin	ATP1A1
1149	Tclin	ATP1A3
1150	Tclin	ATP1A4
1151	Tclin	ATP1B1
1152	Tbio	ATAD3B
1153	Tbio	ATE1
1154	Tbio	ATG13
1155	Tbio	ATG4C
1156	Tbio	ATG4D
1158	Tclin	ATP4B
1159	Tdark	ATP5S
1160	Tbio	AHNAK2
1161	Tbio	AHNAK
1162	Tbio	AHSP
1163	Tbio	AJAP1
1164	Tbio	AKAP17A
1165	Tbio	AKR1B15
1166	Tchem	AKR1C1
1167	Tchem	AKR1C2
1168	Tchem	AKR1C3
1169	Tbio	AKAP11
1170	Tbio	AKAP12
1171	Tbio	AKAP7
1173	Tbio	AKAP5
1174	Tbio	AKAP6
1175	Tbio	AKR1E2
1176	Tdark	ANKDD1B
1177	Tchem	AKT2
1178	Tchem	AKT3
1179	Tbio	ALDH1B1
1180	Tchem	ALDH3A1
1181	Tbio	ALDH3B2
1182	Tbio	ALDH4A1
1183	Tbio	ALDH7A1
1184	Tbio	GPT2
1185	Tbio	ALDOA
1186	Tbio	ALDOC
1187	Tbio	ALMS1
1188	Tbio	IGFALS
1189	Tbio	AMACR
1190	Tbio	AMBP
1191	Tchem	PAM
1192	Tbio	AMELX
1193	Tbio	AMER1
1194	Tdark	AMMECR1L
1195	Tbio	AMFR
1196	Tbio	AMIGO1
1197	Tbio	AMIGO3
1198	Tbio	AMN1
1199	Tchem	ENPEP
1200	Tbio	C9orf3
1202	Tdark	ANKRD13B
1203	Tdark	ANKRD18A
1204	Tdark	ANKRD30B
1206	Tbio	ANP32E
1207	Tdark	ANKRD34A
1208	Tdark	ANKRD34C
1209	Tdark	ANKRD36
1212	Tbio	ZFYVE19
1213	Tbio	NPPB
1214	Tbio	NPPC
1215	Tbio	ANG
1216	Tbio	ANGPTL3
1217	Tbio	ANGPTL4
1218	Tchem	PRMT1
1220	Tclin	ANO1
1221	Tbio	ANO6
1222	Tchem	NPR3
1223	Tdark	ANKRD10
1224	Tdark	ANKRD12
1225	Tbio	ANKS1A
1226	Tclin	SERPINC1
1227	Tbio	ANTXR1
1228	Tbio	ANXA11
1229	Tbio	ANXA13
1230	Tbio	ANXA9
1231	Tchem	AOAH
1232	Tchem	AOC3
1233	Tbio	AP2B1
1234	Tbio	TFAP2B
1235	Tdark	AP5B1
1236	Tdark	AP5M1
1237	Tdark	AP5S1
1238	Tbio	APAF1
1239	Tbio	ASGR1
1240	Tbio	ASH1L
1241	Tchem	ASIC1
1242	Tchem	ASIC2
1243	Tchem	ASIC3
1244	Tbio	ASIC4
1245	Tdark	ASNSD1
1246	Tchem	ASNS
1247	Tdark	ASPHD1
1248	Tdark	ASPHD2
1249	Tbio	ASTL
1250	Tbio	ASTN1
1251	Tbio	ASXL1
1252	Tdark	ATP10B
1253	Tbio	ATP11A
1254	Tbio	ATP11C
1255	Tclin	ATP1B2
1256	Tbio	ATP2B1
1257	Tbio	ATP2B2
1258	Tdark	ETNPPL
1259	Tdark	PHYKPL
1261	Tbio	ATP8A2
1262	Tbio	ATP8B1
1264	Tbio	ATAT1
1265	Tbio	ATCAY
1266	Tchem	ATAD2B
1267	Tbio	ATAD3A
1268	Tchem	ATF1
1269	Tbio	ATF3
1270	Tbio	ATF4
1271	Tbio	ATF7
1272	Tbio	ATG10
1273	Tbio	ATG4B
1274	Tbio	ATG7
1276	Tbio	ADAMTSL3
1277	Tbio	ATL2
1278	Tchem	ATM
1279	Tclin	FXYD2
1281	Tbio	ATPAF2
1283	Tchem	ATR
1284	Tbio	ADAMTS10
1285	Tbio	ADAMTS12
1286	Tbio	ADAMTS13
1287	Tbio	ADAMTS16
1288	Tbio	ADAMTS19
1289	Tchem	ADAMTS1
1290	Tbio	ADAMTS2
1291	Tbio	ADAMTS3
1292	Tdark	ADAMTS6
1293	Tbio	ADAMTS9
1294	Tbio	ATXN10
1295	Tdark	ATXN1L
1296	Tdark	AUNIP
1297	Tchem	AURKC
1298	Tbio	DNAJC6
1299	Tchem	ACVR2A
1300	Tchem	ACVR2B
1301	Tbio	AWAT1
1302	Tbio	ANXA2R
1303	Tbio	ANXA8L1
1304	Tbio	AXIN1
1305	Tchem	BCL2L10
1306	Tbio	BCL2L11
1307	Tbio	BCL2L13
1308	Tbio	B2M
1310	Tbio	B3GNT3
1311	Tbio	B3GNT6
1312	Tbio	B3GNT8
1313	Tbio	B3GALT4
1314	Tdark	B9D2
1315	Tbio	BAALC
1317	Tbio	BAAT
1319	Tbio	TNFAIP1
1321	Tbio	BANF1
1322	Tbio	BBS1
1323	Tbio	BCL11B
1324	Tbio	ZNHIT6
1326	Tclin	BCL2
1327	Tchem	BCL6
1328	Tdark	BCL7C
1329	Tbio	BDH2
1330	Tbio	TGFBI
1331	Tbio	BHLHE22
1332	Tdark	BHLHE23
1333	Tbio	BHLHE40
1334	Tbio	BHLHE41
1337	Tbio	BID
1338	Tbio	BLVRA
1339	Tchem	BIRC3
1340	Tchem	BDKRB1
1341	Tchem	BLK
1345	Tbio	AUP1
1346	Tbio	AUTS2
1347	Tbio	AVEN
1348	Tdark	AVL9
1349	Tdark	AVPI1
1351	Tchem	AXIN2
1352	Tbio	B3GNT4
1353	Tdark	B3GNTL1
1354	Tbio	B3GALT5
1356	Tbio	B4GALNT1
1357	Tbio	B4GALNT3
1358	Tbio	B4GALT2
1359	Tbio	B4GALT6
1360	Tdark	B9D1
1361	Tchem	BAD
1362	Tbio	BAG4
1363	Tbio	BAG5
1365	Tbio	BAMBI
1366	Tbio	BARD1
1367	Tbio	BARX1
1369	Tbio	BCKDK
1370	Tbio	BCL10
1371	Tbio	BCL3
1372	Tbio	BCL9L
1374	Tbio	BCORL1
1375	Tbio	BCOR
1376	Tbio	BCS1L
1377	Tdark	BEND2
1378	Tbio	BEND3
1379	Tbio	BEST3
1380	Tdark	BET1
1381	Tbio	BEX1
1382	Tbio	BEX4
1384	Tbio	BHLHA15
1385	Tchem	BHMT
1386	Tbio	TMBIM6
1387	Tbio	BAIAP2L1
1389	Tbio	ARFGEF1
1391	Tbio	BIK
1392	Tbio	ATG2A
1393	Tbio	ADAMTSL5
1394	Tbio	ATL1
1395	Tbio	ATMIN
1396	Tbio	ATOX1
1398	Tbio	ATP7B
1399	Tdark	ATPAF1
1401	Tbio	ATXN3L
1403	Tdark	AXDND1
1404	Tchem	BCL2A1
1405	Tbio	SLC4A9
1407	Tbio	SLC4A1
1408	Tbio	B3GAT2
1409	Tbio	B3GAT3
1410	Tdark	B3GNT7
1411	Tdark	B3GNT9
1412	Tbio	B3GALT1
1413	Tbio	B3GALT2
1414	Tbio	BABAM1
1415	Tbio	KCTD13
1418	Tbio	BAIAP2
1419	Tdark	C17orf49
1420	Tbio	BARHL1
1421	Tbio	ATG5
1423	Tbio	ADAMTSL1
1424	Tbio	ADAMTSL4
1425	Tbio	ATL3
1427	Tdark	ATP9B
1429	Tdark	ATRNL1
1430	Tbio	ATRN
1431	Tbio	ATRX
1432	Tbio	ADAMTS14
1433	Tbio	ADAMTS15
1434	Tbio	ADAMTS17
1435	Tbio	ADAMTS18
1436	Tbio	ADAMTS20
1437	Tbio	ATXN2
1438	Tbio	ATXN3
1439	Tbio	AZIN1
1440	Tbio	B3GALT6
1443	Tbio	BCAP29
1444	Tbio	BARHL2
1445	Tbio	BARX2
1446	Tbio	BBS2
1447	Tbio	BCAM
1448	Tbio	BCAR3
1449	Tbio	BCL6B
1450	Tbio	BCL7A
1452	Tbio	BCL9
1453	Tdark	BOD1L1
1454	Tbio	BDH1
1455	Tdark	ARMC7
1456	Tbio	ARMC9
1457	Tbio	ARMS2
1459	Tbio	ACTR10
1460	Tbio	ACTR3B
1461	Tbio	ACTR5
1462	Tbio	ARPC3
1463	Tdark	ARRDC2
1464	Tbio	ARSD
1465	Tbio	ARSG
1466	Tbio	ARX
1468	Tdark	WDR83OS
1470	Tbio	ASXL3
1471	Tbio	ATP10A
1472	Tdark	ATP10D
1473	Tbio	ATP11B
1474	Tdark	ATP13A3
1475	Tdark	ATP13A4
1476	Tdark	ATP13A5
1479	Tdark	ATXN7L2
1480	Tbio	ATP8A1
1481	Tdark	ATP8B2
1482	Tdark	ATP8B3
1483	Tbio	ATAD5
1484	Tbio	ATF5
1485	Tbio	ATF6
1486	Tbio	ATG12
1487	Tbio	ATG2B
1488	Tbio	ATG3
1489	Tbio	ATG4A
1490	Tbio	ATG9B
1491	Tbio	ATN1
1494	Tbio	APRT
1496	Tbio	ATRAID
1497	Tbio	ARPC1B
1498	Tbio	AREG
1499	Tdark	ARHGEF33
1500	Tbio	ARID1B
1501	Tbio	ARIH1
1502	Tdark	ARIH2OS
1503	Tdark	ARID3C
1504	Tbio	ARID5A
1505	Tbio	ARID5B
1506	Tdark	RAD54L2
1507	Tbio	ARL2
1508	Tbio	ARL4D
1509	Tbio	ARL5A
1510	Tbio	ARL5B
1511	Tdark	ARL9
1512	Tbio	ARMCX2
1513	Tdark	ARMCX5
1514	Tbio	ARRDC3
1515	Tdark	ARRDC4
1516	Tbio	SAG
1517	Tbio	ARVCF
1518	Tchem	ASAH1
1519	Tbio	ASCL1
1520	Tbio	SMPD1
1521	Tdark	ASPDH
1522	Tbio	AGA
1523	Tbio	ASPH
1524	Tbio	ASS1
1525	Tclin	ATP1B3
1526	Tdark	ATP1B4
1527	Tbio	ATP2B3
1528	Tdark	ATXN7L3
1529	Tdark	ATP8B4
1530	Tbio	ATAD1
1532	Tbio	ATF2
1533	Tbio	ATF6B
1534	Tbio	ATOH8
1535	Tclin	ATP4A
1538	Tbio	ATP7A
1539	Tdark	ATP9A
1540	Tdark	ASCL4
1541	Tchem	ASF1A
1542	Tbio	ASGR2
1543	Tbio	ASH2L
1544	Tbio	ASIC5
1545	Tbio	ASMT
1547	Tdark	ATXN7L1
1548	Tchem	ATAD2
1549	Tdark	ATAD3C
1550	Tbio	ATG9A
1551	Tbio	ADAMTSL2
1552	Tbio	ATOH1
1553	Tbio	ATOH7
1555	Tbio	AUH
1556	Tchem	AURKB
1557	Tbio	AVIL
1558	Tbio	AWAT2
1559	Tdark	AZI2
1561	Tchem	BCL2L2
1562	Tbio	BCL2L15
1563	Tbio	AGTRAP
1564	Tbio	ATRIP
1565	Tchem	ADAMTS4
1566	Tchem	ADAMTS5
1567	Tbio	ADAMTS7
1568	Tbio	ADAMTS8
1569	Tbio	TAT
1570	Tbio	ATXN1
1571	Tbio	ATXN2L
1572	Tbio	ATXN7
1573	Tbio	C2orf40
1574	Tchem	AURKA
1575	Tbio	BCL2L14
1576	Tbio	SLC4A2
1577	Tdark	SLC4A3
1578	Tbio	B3GAT1
1579	Tbio	B3GNT2
1580	Tbio	B3GNT5
1581	Tbio	B4GALT3
1582	Tbio	KCTD10
1583	Tchem	BACE1
1584	Tchem	BACE2
1585	Tbio	BACH2
1586	Tbio	ACOT7
1587	Tbio	BAG2
1588	Tbio	BANP
1589	Tbio	BSG
1590	Tbio	BASP1
1591	Tbio	BATF3
1592	Tbio	BAZ1A
1593	Tbio	BBC3
1594	Tbio	BBC3
1595	Tdark	BBIP1
1596	Tdark	BEX5
1597	Tdark	BHLHB9
1598	Tdark	BAIAP2L2
1599	Tbio	BICC1
1600	Tbio	BICD2
1601	Tbio	NAIP
1602	Tchem	BIRC2
1603	Tchem	BIRC5
1604	Tbio	BIRC6
1605	Tchem	BIRC7
1606	Tdark	BIVM
1607	Tbio	BLCAP
1608	Tbio	BMF
1609	Tbio	BMPER
1610	Tbio	BMS1
1611	Tbio	BOK
1612	Tdark	BOLA3
1613	Tbio	BOLL
1614	Tbio	CDC42EP2
1615	Tbio	BPIFA1
1616	Tdark	BPIFC
1617	Tbio	BPNT1
1619	Tbio	BOD1
1620	Tchem	BBOX1
1622	Tbio	CDC42EP3
1623	Tdark	BPIFB4
1624	Tchem	HLCS
1625	Tclin	BRAF
1626	Tchem	BRCA1
1627	Tchem	BRD1
1628	Tchem	BRD2
1629	Tchem	BRD3
1630	Tchem	BRD4
1631	Tchem	BRD9
1632	Tbio	BRI3BP
1633	Tbio	TBC1D32
1634	Tchem	BRPF1
1635	Tchem	BRS3
1636	Tbio	BRWD1
1637	Tbio	BSCL2
1638	Tdark	BSDC1
1639	Tbio	BSND
1640	Tbio	BSN
1641	Tdark	BSPRY
1642	Tdark	BTN2A2
1643	Tdark	BTBD2
1644	Tbio	BTBD9
1645	Tbio	BTG1
1646	Tbio	BTG3
1647	Tbio	BTG4
1648	Tbio	BTLA
1649	Tdark	CCDC144NL
1650	Tbio	CD163
1652	Tbio	C1GALT1
1653	Tbio	C1QA
1654	Tbio	C1QB
1655	Tbio	C1QTNF4
1656	Tbio	C1QTNF5
1657	Tbio	C1QTNF6
1658	Tdark	C1QTNF7
1659	Tchem	C3AR1
1660	Tbio	CYB561D2
1661	Tdark	C1orf43
1662	Tdark	C1orf54
1663	Tbio	C1orf87
1664	Tdark	C1orf94
1665	Tdark	C1orf127
1666	Tdark	C1orf131
1668	Tdark	C1orf198
1670	Tbio	CACNA2D4
1673	Tbio	CABLES1
1674	Tbio	CABP2
1675	Tbio	CALN1
1676	Tbio	CABYR
1677	Tclin	CACNA1C
1678	Tclin	CACNA1H
1679	Tclin	CACNA1S
1680	Tbio	CACNB1
1681	Tbio	CACUL1
1682	Tbio	CDH4
1683	Tbio	CDH5
1684	Tbio	CDH6
1685	Tbio	CDH8
1686	Tbio	CADM2
1687	Tclin	CA3
1688	Tclin	CA5B
1689	Tclin	CA6
1690	Tclin	CA7
1691	Tclin	CA9
1692	Tdark	CACHD1
1693	Tbio	CALCB
1694	Tclin	CALM3
1695	Tclin	CALM3
1696	Tbio	CALR3
1697	Tbio	CAMSAP3
1698	Tbio	CAMP
1699	Tbio	CAPN3
1700	Tbio	CAP2
1701	Tbio	AZU1
1702	Tbio	CADPS2
1703	Tdark	CAPSL
1704	Tbio	CARD6
1705	Tchem	CARM1
1706	Tbio	CARTPT
1707	Tchem	CTSD
1708	Tchem	CTSG
1709	Tchem	CTSK
1711	Tchem	CTSZ
1712	Tdark	C2orf15
1713	Tdark	C2orf27B
1714	Tdark	C2orf50
1715	Tdark	C2orf54
1716	Tdark	C2orf69
1717	Tdark	C2orf74
1718	Tdark	C2orf76
1719	Tdark	C2orf80
1721	Tdark	C2orf83
1722	Tbio	CAB39L
1724	Tdark	CBLN3
1725	Tdark	CBLN4
1726	Tchem	CPA3
1727	Tbio	CPA4
1728	Tbio	CPA5
1729	Tchem	CPB2
1730	Tbio	AGTPBP1
1731	Tbio	AGBL2
1732	Tbio	AGBL1
1733	Tbio	AGBL5
1734	Tbio	CPD
1735	Tbio	BIN2
1736	Tbio	BIN3
1737	Tchem	BIRC8
1738	Tclin	BDKRB2
1739	Tbio	BLOC1S1
1740	Tbio	BOP1
1743	Tbio	CDCA8
1744	Tdark	CDC42EP4
1745	Tbio	CDC42EP1
1746	Tbio	BPIFA2
1747	Tdark	BPIFB2
1748	Tdark	BPIFB6
1750	Tbio	BRCA2
1751	Tchem	BRD7
1752	Tbio	BRD8
1753	Tchem	BRDT
1754	Tbio	RNF40
1755	Tbio	BRMS1L
1756	Tchem	BRPF3
1757	Tbio	BRIX1
1758	Tdark	BTNL9
1759	Tchem	CYP11B2
1760	Tbio	CD163L1
1761	Tdark	CEP170B
1763	Tbio	C1GALT1C1
1764	Tdark	C1QTNF2
1765	Tbio	C1QTNF3
1766	Tdark	C1QTNF8
1767	Tbio	C1RL
1768	Tdark	C1QTNF9B
1769	Tbio	MTHFD1
1770	Tbio	MTHFD1L
1771	Tbio	CC2D2A
1772	Tdark	C2CD4D
1773	Tbio	CDC42SE2
1774	Tbio	COL4A3BP
1775	Tbio	C4BPB
1776	Tbio	SDHC
1777	Tbio	CA11
1778	Tclin	CA14
1779	Tdark	CALHM2
1781	Tbio	CALB2
1782	Tbio	CALCA
1783	Tdark	CAPN11
1784	Tbio	CAPN7
1785	Tbio	CAPN8
1786	Tbio	CAPN9
1787	Tbio	CARD11
1788	Tbio	CARD14
1789	Tbio	CARD16
1791	Tbio	CARF
1792	Tbio	CSN3
1793	Tchem	CASP5
1794	Tchem	CASP10
1795	Tclin	CASR
1797	Tbio	BRAT1
1798	Tbio	BRCC3
1799	Tbio	RNF20
1800	Tbio	BRF2
1801	Tbio	BRMS1
1802	Tbio	BRINP1
1803	Tdark	BRINP2
1804	Tbio	BRINP3
1805	Tbio	BRWD3
1806	Tbio	BSX
1807	Tdark	BSPH1
1808	Tbio	BTAF1
1809	Tbio	BTBD1
1810	Tdark	BTBD6
1811	Tbio	BTBD10
1812	Tdark	BTBD11
1813	Tbio	BUD31
1814	Tbio	BZW1
1815	Tbio	BZW2
1816	Tclin	CYP11B1
1818	Tdark	C1orf50
1819	Tdark	C1orf53
1820	Tdark	C1orf74
1821	Tdark	C1orf112
1822	Tdark	C1orf122
1823	Tdark	C1orf134
1824	Tdark	C1orf137
1825	Tdark	C1orf141
1826	Tdark	C1orf146
1828	Tdark	C1orf162
1830	Tdark	C1orf216
1831	Tdark	C1orf228
1832	Tdark	CAAP1
1833	Tbio	CAPRIN1
1834	Tbio	CAPRIN2
1835	Tbio	CADPS
1837	Tbio	CARD9
1841	Tbio	CSN2
1842	Tbio	CASD1
1843	Tbio	CAV2
1845	Tbio	CAPS
1846	Tdark	C2orf42
1847	Tdark	C2orf48
1849	Tbio	C2orf71
1850	Tbio	AGBL3
1851	Tbio	CPE
1852	Tdark	CPZ
1853	Tchem	CREBBP
1854	Tbio	CBR4
1855	Tchem	CBS
1856	Tdark	C3orf14
1857	Tdark	C3orf22
1858	Tbio	C3orf33
1859	Tdark	C3orf36
1860	Tdark	C3orf38
1861	Tbio	CCDC110
1862	Tbio	CCDC112
1863	Tdark	CCDC113
1864	Tdark	CCDC117
1865	Tbio	CCDC120
1866	Tbio	CCDC125
1867	Tdark	CCDC126
1868	Tdark	CCDC137
1869	Tdark	CCDC138
1870	Tbio	CCDC141
1872	Tdark	CCDC150
1873	Tdark	CCDC12
1874	Tbio	CCDC14
1875	Tdark	CCDC25
1876	Tdark	CCDC27
1877	Tdark	CCDC33
1878	Tdark	CCDC34
1879	Tdark	CCDC60
1880	Tbio	CCDC63
1881	Tdark	CCDC65
1882	Tdark	CCDC69
1883	Tdark	CCDC70
1884	Tdark	CCDC96
1885	Tdark	CCDC97
1886	Tbio	CCDC6
1887	Tdark	CCDC9
1888	Tdark	CCER1
1889	Tbio	CCL20
1890	Tbio	CCL21
1891	Tbio	CCL25
1892	Tbio	CCL4
1893	Tchem	CCL5
1894	Tdark	CCM2L
1896	Tclin	BCR
1897	Tbio	BDNF
1898	Tbio	BDP1
1899	Tdark	BEND5
1900	Tbio	BEST1
1901	Tbio	BEST4
1902	Tbio	BICD1
1904	Tbio	BMI1
1905	Tbio	BMP10
1906	Tbio	BMP8A
1907	Tchem	BMPR1B
1908	Tchem	BMX
1909	Tbio	BNC1
1910	Tdark	PRSS22
1912	Tbio	BTN3A1
1913	Tdark	BTN3A3
1914	Tdark	BTF3L4
1915	Tdark	BTBD8
1916	Tdark	BTBD19
1917	Tclin	BTK
1918	Tbio	BTNL2
1921	Tbio	CD160
1922	Tdark	CD164L2
1924	Tbio	CWF19L1
1925	Tbio	C1QC
1926	Tdark	C1QL1
1927	Tclin	C1R
1928	Tchem	C1S
1929	Tbio	C1QTNF9
1930	Tdark	CDKN2AIPNL
1932	Tbio	C2CD2L
1934	Tbio	CC2D1A
1935	Tdark	CC2D1B
1936	Tchem	C5AR1
1937	Tbio	C5AR2
1939	Tdark	C1orf100
1941	Tdark	C1orf147
1942	Tdark	C1orf158
1943	Tdark	C1orf159
1944	Tdark	C1orf167
1945	Tdark	C1orf174
1947	Tdark	C1orf195
1950	Tdark	C1orf226
1951	Tclin	CACNA2D1
1952	Tbio	SDF4
1953	Tbio	CABIN1
1954	Tdark	CABLES2
1955	Tbio	CABP1
1956	Tbio	CABP4
1957	Tdark	CABP5
1958	Tdark	CABP7
1959	Tbio	CALCOCO1
1960	Tbio	CALCOCO2
1961	Tbio	CDH10
1962	Tbio	CDH11
1963	Tbio	CDH12
1964	Tdark	CDH18
1965	Tbio	CDH22
1966	Tbio	CDH23
1967	Tbio	CDH2
1968	Tbio	CDH3
1969	Tbio	CADM1
1970	Tbio	CADM3
1971	Tbio	CADM4
1972	Tbio	CHAF1A
1973	Tbio	CHAF1B
1974	Tbio	CAGE1
1975	Tbio	CA10
1976	Tclin	CA13
1977	Tclin	CA1
1978	Tclin	CALCR
1979	Tdark	CALML4
1980	Tclin	CALM3
1981	Tchem	CALCRL
1982	Tbio	CALR
1983	Tbio	CALU
1984	Tbio	CANX
1985	Tbio	CALY
1986	Tbio	CAMKV
1987	Tbio	CAMSAP2
1988	Tdark	CAPN13
1989	Tbio	CAPN15
1990	Tchem	CAPN1
1991	Tbio	CAP1
1992	Tbio	CAPG
1993	Tbio	NOS1AP
1994	Tbio	BEAN1
1995	Tbio	BECN1
1996	Tbio	BEND6
1997	Tdark	BEND7
1998	Tbio	BEX2
1999	Tbio	BFSP1
2000	Tbio	BFSP2
2001	Tchem	GLB1
2003	Tchem	GUSB
2004	Tdark	BLOC1S4
2005	Tbio	BLOC1S6
2006	Tdark	BLACE
2007	Tdark	LACTBL1
2008	Tchem	BLM
2009	Tbio	BLNK
2010	Tbio	ARNTL2
2011	Tchem	BMP4
2012	Tbio	BMP5
2013	Tbio	BMP7
2014	Tchem	BMPR2
2015	Tchem	BMPR1A
2017	Tbio	BNIPL
2018	Tbio	BORA
2019	Tdark	BPIFB3
2020	Tbio	BRAP
2021	Tbio	BRI3
2022	Tdark	BRICD5
2023	Tbio	BRK1
2024	Tchem	BRSK1
2025	Tchem	BRSK2
2026	Tbio	BTN3A2
2027	Tdark	BTBD3
2028	Tbio	BTBD7
2029	Tbio	BTBD16
2030	Tdark	BTBD18
2031	Tbio	BTD
2032	Tbio	BTF3
2033	Tbio	BUB3
2035	Tdark	SLC22A18AS
2036	Tdark	CCDC144A
2037	Tdark	CWF19L2
2038	Tbio	C1D
2039	Tbio	C1QBP
2040	Tdark	C1QL2
2041	Tbio	C1QL3
2042	Tdark	C1QL4
2043	Tbio	CD93
2044	Tbio	C1QTNF1
2045	Tbio	CYP27C1
2047	Tdark	C2CD4B
2048	Tdark	C2CD2
2049	Tdark	C1orf21
2050	Tdark	C1orf52
2051	Tdark	C1orf109
2052	Tdark	C1orf123
2054	Tbio	BATF2
2055	Tbio	BATF
2056	Tchem	BAX
2057	Tchem	BAZ2A
2059	Tbio	BBS10
2060	Tbio	BBS5
2061	Tbio	BBS7
2062	Tbio	BBX
2063	Tbio	BCL11A
2064	Tbio	BCAR1
2065	Tbio	BCAS3
2066	Tbio	BCO2
2067	Tbio	BCL7B
2068	Tbio	BCLAF1
2069	Tdark	BOD1L2
2071	Tbio	BEGAIN
2072	Tdark	BEND4
2073	Tbio	BEST2
2074	Tbio	BET1L
2076	Tbio	BFAR
2078	Tbio	BHLHA9
2079	Tbio	BLOC1S2
2080	Tbio	BLOC1S5
2081	Tbio	BLID
2082	Tbio	BLMH
2085	Tbio	ARNTL
2086	Tbio	BMP6
2087	Tbio	BCDIN3D
2088	Tbio	BNC2
2089	Tbio	BNIP3L
2090	Tbio	BNIP2
2091	Tbio	BNIP3
2092	Tbio	BYSL
2093	Tdark	CCDC102A
2094	Tdark	CCDC102B
2095	Tbio	C12orf57
2097	Tdark	C2CD4A
2098	Tdark	C2CD4C
2099	Tbio	C2CD3
2100	Tbio	C2CD5
2101	Tdark	CC2D2B
2103	Tbio	CIITA
2105	Tdark	CDC42SE1
2106	Tbio	C4BPA
2108	Tdark	CYB561D1
2110	Tbio	CD99L2
2111	Tdark	C1orf105
2112	Tdark	C1orf115
2113	Tdark	C1orf185
2114	Tdark	C1orf189
2115	Tdark	C1orf194
2117	Tdark	C1orf220
2118	Tdark	C1orf229
2119	Tclin	CACNA2D2
2120	Tbio	CACNA2D3
2121	Tbio	CAB39
2122	Tclin	CACNA1B
2123	Tclin	CACNA1D
2124	Tchem	CACNA1E
2125	Tchem	CACNA1F
2126	Tclin	CACNA1G
2127	Tclin	CACNA1I
2128	Tbio	CACNB3
2129	Tbio	CACNB4
2130	Tbio	CDH13
2131	Tbio	CDH16
2132	Tbio	CDH17
2133	Tdark	CDH19
2134	Tbio	CDH20
2135	Tbio	CDH26
2136	Tbio	CDH7
2137	Tbio	CDH9
2138	Tclin	CA4
2139	Tclin	CA5A
2140	Tbio	CALHM1
2141	Tbio	CALB1
2142	Tchem	BCL2L1
2143	Tbio	BCL2L12
2144	Tbio	B3GALNT1
2145	Tbio	B3GALNT2
2146	Tbio	B4GALNT2
2147	Tdark	B4GALNT4
2148	Tbio	B4GALT1
2149	Tdark	B4GALT4
2150	Tbio	B4GALT5
2151	Tbio	B4GALT7
2152	Tbio	BACH1
2153	Tdark	BANF2
2154	Tbio	BAG1
2155	Tbio	BAG3
2156	Tbio	BAG6
2157	Tbio	BAHD1
2158	Tbio	BAIAP3
2159	Tbio	ATG14
2160	Tbio	BAK1
2161	Tbio	BANK1
2162	Tbio	BAP1
2163	Tbio	BCAP31
2164	Tbio	SLC7A9
2165	Tbio	BAZ1B
2166	Tchem	BAZ2B
2167	Tbio	BBS12
2168	Tbio	BBS4
2169	Tbio	PIK3AP1
2170	Tbio	BCAS1
2171	Tdark	BCAS4
2172	Tchem	BCAT1
2173	Tchem	BCAT2
2174	Tbio	BCCIP
2176	Tchem	BHMT2
2177	Tbio	ARFGEF2
2178	Tbio	BIN1
2179	Tbio	BLOC1S3
2180	Tbio	BLVRB
2181	Tbio	BMP15
2182	Tchem	BMP1
2183	Tchem	BMP2K
2184	Tbio	BMP2
2185	Tbio	BMP3
2186	Tbio	BMP8B
2187	Tbio	BOC
2188	Tbio	BOLA1
2192	Tbio	CDC42EP5
2194	Tbio	BPHL
2195	Tdark	BPIFA3
2196	Tbio	BPIFB1
2197	Tbio	BPI
2198	Tchem	BPTF
2199	Tbio	BROX
2200	Tbio	BST1
2201	Tbio	BST2
2202	Tbio	BTN1A1
2203	Tbio	BTN2A1
2204	Tdark	BTBD17
2205	Tbio	BTC
2206	Tbio	BTG2
2207	Tdark	BTNL3
2208	Tdark	BTNL8
2209	Tbio	BUB1B
2210	Tchem	BUB1
2211	Tbio	BUD13
2212	Tbio	UPB1
2213	Tbio	CCIN
2214	Tbio	CALML3
2215	Tbio	CALML5
2216	Tbio	CAPN5
2217	Tbio	CAPN6
2218	Tbio	PPP3R1
2219	Tbio	PPP3R2
2220	Tbio	CAND1
2221	Tbio	CANT1
2222	Tbio	CARD10
2223	Tbio	CARD17
2224	Tbio	CARD8
2226	Tbio	CASC3
2227	Tdark	CASC4
2228	Tbio	NEDD9
2229	Tchem	CASP1
2230	Tchem	CASP2
2231	Tchem	CASP7
2232	Tchem	CASP9
2233	Tbio	CASP12
2234	Tchem	CASP14
2235	Tbio	CUX1
2236	Tbio	CASQ2
2237	Tbio	CTSO
2238	Tbio	CAV3
2241	Tchem	CPM
2242	Tchem	CPN1
2243	Tdark	CPO
2244	Tbio	CBWD1
2245	Tdark	CBWD3
2246	Tdark	CBWD5
2247	Tbio	CBX1
2248	Tchem	CBX2
2249	Tchem	CBX4
2250	Tchem	CBX7
2251	Tdark	CBY3
2252	Tdark	CCDC154
2253	Tdark	CCDC167
2254	Tdark	CCDC169
